__sheet__,#,סטטוס מכונה,סטטוס אישור,ממתין ל,נתיב,כותרת,סוג,קובץ תוכן,מקור חומר (אייל),WP קשור,תאריך עבודה אחרון,ראיות QA,הערות סוכן,הערות נימרוד,הערות אייל,תאריך אישור
סבב-2,R2-013,הוגש לבדיקה,—,נימרוד,/muzza/tsva-bechol-ve-zorek-layam/,צבע בכחול וזרוק לים,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-014,הוגש לבדיקה,—,נימרוד,/muzza/vekatavt/,וכתבת,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-015,הוגש לבדיקה,—,אייל,/press/,עיתונות,עמוד,,,,,VERDICT-R2-W5-CONTRACT-A + VERDICT-R2-W5-E2E-B 2026-08-25,,,,
סבב-2,R2-016,בעבודה,—,סוכן בנייה,/privacy/,מדיניות פרטיות,עמוד,,,,,,HOLD-W4 · נוסח ראשוני אושר · אין הדבקה · נדרש דוח מחקר HTML מלא לפני אייל · מקור 2026-08-25T21-22-16Z,,,
סבב-2,R2-017,הוגש לבדיקה,—,אייל,/services/,שירותים,עמוד,,,,,VERDICT-R2-W5-CONTRACT-A + VERDICT-R2-W5-E2E-B 2026-08-25,,,,
סבב-2,R2-018,הוגש לבדיקה,—,נימרוד,/services/didgeridoo-lessons/,שיעורי דיג'רידו / נגינה,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-019,הוגש לבדיקה,—,נימרוד,/services/didgeridoo-treatment-breath/,טיפול בדיג'רידו / נשימה,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-020,הוגש לבדיקה,—,נימרוד,/services/handmade-instruments/,כלים בעבודת יד ואביזרים,legacy/301,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-021,הוגש לבדיקה,—,אייל,/shows-heritage/,הופעות / מורשת מופע,עמוד,,,,,VERDICT-R2-W5-CONTRACT-A + VERDICT-R2-W5-E2E-B 2026-08-25,,,,
סבב-2,R2-022,בעבודה,—,סוכן בנייה,/terms/,תקנון,עמוד,,,,,,HOLD-W4 · נוסח ראשוני אושר · אין הדבקה · נדרש דוח מחקר HTML מלא לפני אייל · מקור 2026-08-25T21-22-16Z,,,
סבב-2,R2-023,הוגש לבדיקה,—,אייל,/thank-you/,תודה,עמוד,,,,,VERDICT-R2-W5-CONTRACT-A + VERDICT-R2-W5-E2E-B 2026-08-25,,,,
סבב-2,R2-024,הוגש לבדיקה,—,אייל,/tools-and-accessories/,כלים ואביזרים,עמוד,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-025,הוגש לבדיקה,—,נימרוד,/tools-and-accessories/instruments/,כלים בעבודת יד ואביזרים,עמוד,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-026,הוגש לבדיקה,—,נימרוד,/tools-and-accessories/repair/,תיקון וחידוש כלים,עמוד,,,,2026-08-25,_COMMUNICATION/team_90/VERDICT-R2-W1-CONTRACT-A-2026-08-25.md · _COMMUNICATION/team_90/VERDICT-R2-W1-E2E-B-2026-08-25.md,S006 R2 W1 · גל הפניות,,,
סבב-2,R2-027,הוגש לבדיקה,—,נימרוד,/%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%aa%d7%95%d7%a4%d7%a2%d7%aa-%d7%99%d7%97%d7%99%d7%93-%d7%9e%d7%95%d7%a4%d7%a2-%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-spoken-stories-15/,"מופע ""ספיישל ברצלונה""! 29.12.16 תיאטרון הידית פרדס חנה / אייל עמית – תופעת יחיד – מופע סיפורים – spoken stories",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-028,הוגש לבדיקה,—,נימרוד,/%d7%90%d7%aa-%d7%94%d7%a1%d7%a4%d7%a8-%d7%94%d7%97%d7%93%d7%a9-%d7%a9%d7%9c%d7%99-%d7%9c%d7%90-%d7%aa%d7%9e%d7%a6%d7%90%d7%95-%d7%91%d7%a8%d7%a9%d7%aa%d7%95%d7%aa-%d7%94%d7%a1%d7%a4%d7%a8%d7%99%d7%9d/,את הספר החדש שלי לא תמצאו ברשתות הספרים. למה?,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-029,הוגש לבדיקה,—,נימרוד,/%d7%91%d7%99%d7%a7%d7%95%d7%a8%d7%95%d7%aa-%d7%92%d7%95%d7%9c%d7%a9%d7%99%d7%9d-%d7%90%d7%95%d7%93%d7%95%d7%aa-%d7%a2%d7%9b%d7%a9%d7%99%d7%95-%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4/,ביקורות גולשים אודות: עכשיו!!!!! – מופע הסיפורים של אייל עמית – תופעת יחיד,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-030,הוגש לבדיקה,—,נימרוד,/%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%a4%d7%a8%d7%93%d7%a1-%d7%97%d7%a0%d7%94-%d7%a1%d7%98%d7%95%d7%93%d7%99%d7%95-%d7%9c%d7%91%d7%a0%d7%99%d7%99%d7%94-%d7%95%d7%a0%d7%92%d7%99%d7%a0/,נשימה מעגלית – סטודיו דיג'רידו לנגינה ובנייה בפרדס חנה – אייל עמית. פוסט מ 2012,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-031,הוגש לבדיקה,—,נימרוד,/%d7%93%d7%a3-%d7%a4%d7%99%d7%99%d7%a1%d7%91%d7%95%d7%a7-%d7%97%d7%93%d7%a9-%d7%9c%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%96%d7%9e%d7%a0%d7%94-%d7%9c%d7%a9%d7%a0%d7%99-%d7%94%d7%9e%d7%95%d7%a4%d7%a2%d7%99/,"דף פייסבוק חדש למופע + הזמנה לשני המופעים הקרובים בת""א ובפרדס חנה",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-032,הוגש לבדיקה,—,נימרוד,/%d7%94%d7%96%d7%9e%d7%a0%d7%94-%d7%9c%d7%94%d7%a9%d7%a7%d7%aa-%d7%94%d7%a1%d7%a4%d7%a8-%d7%94%d7%97%d7%93%d7%a9-%d7%95%d7%9b%d7%aa%d7%91%d7%aa%d6%b8-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e/,"הזמנה להשקת הספר החדש – ""וכתבתָ"" / אייל עמית 15.6.17 בפרדס חנה",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-033,הוגש לבדיקה,—,נימרוד,/%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%99%d7%9a-%d7%94%d7%aa%d7%97%d7%9c%d7%aa%d7%99-%d7%9c%d7%9b%d7%aa%d7%95%d7%91-%d7%95%d7%9c%d7%a1%d7%a4/,אקדח לתוך הראש,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-034,הוגש לבדיקה,—,נימרוד,/%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%94%d7%a1%d7%a4%d7%a8-%d7%94%d7%97%d7%93%d7%a9-%d7%a9%d7%9c%d7%99-%d7%96%d7%a7%d7%95%d7%a7-%d7%9c/,הספר החדש שלי יוצא לאור!!!! אשמח לתמיכתכם ב-הדסטארט!,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-035,הוגש לבדיקה,—,נימרוד,/%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-24-%d7%99%d7%9c%d7%93-%d7%90%d7%a1%d7%95%d7%a8-%d7%99%d7%9c%d7%93-%d7%9e%d7%95%d7%aa%d7%a8/,(24) הטור של אייל עמית: ילד אסור ילד מותר,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-036,הוגש לבדיקה,—,נימרוד,/%d7%95%d7%a1%d7%99%d7%a4%d7%a8%d7%aa%d6%b8%d6%bc-%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%a4%d7%95%d7%a7%d7%9f-%d7%a1%d7%98%d7%95%d7%a8%d7%99%d7%96-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e/,וסיפרתָּ – מופע פרידה!!! 14.10.17 מועדון היוניקורן פרדס חנה | מופע הספוקן סטוריז של אייל עמית,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-037,הוגש לבדיקה,—,נימרוד,/%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%91%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%91%d7%90%d7%9e%d7%a6%d7%a2%d7%95%d7%aa-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%9c%d7%9c%d7%9e%d7%95%d7%93-%d7%9c/,טיפול בנשימה באמצעות דיג'רידו – ללמוד לנשום נכון ביומיום וגם בלילה,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-038,הוגש לבדיקה,—,נימרוד,/%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%91%d7%a4%d7%95%d7%a1%d7%98-%d7%98%d7%a8%d7%90%d7%95%d7%9e%d7%94-%d7%9c%d7%97%d7%99%d7%99%d7%9c-%d7%9e%d7%a9%d7%95%d7%97%d7%a8%d7%a8-%d7%9e%d7%92%d7%95%d7%9c%d7%a0/,טיפול בפוסט טראומה לחייל משוחרר מגולני באמצעות נשימה בדיג'רידו – המרכז לטיפול בדיג'רידו / אייל עמית,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-039,הוגש לבדיקה,—,נימרוד,/%d7%9b%d7%aa%d7%91%d7%94-%d7%90%d7%95%d7%93%d7%95%d7%aa-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9e%d7%95%d7%a8%d7%94-%d7%95%d7%9e%d7%98%d7%a4%d7%9c-%d7%91%d7%93%d7%99%d7%92%d7%a8%d7%99/,שליחות חיי – כתבה אודות המרכז לטיפול בדיג'רידו פרדס חנה – אייל עמית,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-040,הוגש לבדיקה,—,נימרוד,/%d7%9b%d7%aa%d7%91%d7%94-%d7%a2%d7%9c-%d7%aa%d7%95%d7%a4%d7%a2%d7%aa-%d7%99%d7%97%d7%99%d7%93-%d7%91-%d7%94%d7%9e%d7%a7%d7%95%d7%9e%d7%95%d7%9f-%d7%92%d7%91%d7%a2%d7%aa%d7%99%d7%99%d7%9d-%d7%a8/,"כתבה על ""תופעת יחיד"" ב- המקומון גבעתיים רמת גן, 22.10.15, מני פרסול",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-041,הוגש לבדיקה,—,נימרוד,/%d7%9c%d7%90-%d7%91%d7%a2%d7%95%d7%93-%d7%a8%d7%92%d7%a2-%d7%9c%d7%90-%d7%91%d7%a2%d7%95%d7%93-%d7%a9%d7%a0%d7%99%d7%99%d7%94-%d7%a2-%d7%9b-%d7%a9-%d7%99-%d7%95/,"שם חדש למופע הסיפורים: ""עכשיו!!!!!""  קבלו את שלושת הקליפים הרישמיים עם ה-""עכשווים"" שלכם!",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-042,הוגש לבדיקה,—,נימרוד,/%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9b%d7%aa%d7%91%d7%94-%d7%9e%d7%90%d7%aa-%d7%a8%d7%95/,מופע הסיפורים של אייל עמית / כתבה מאת רואי פרסול – מעריב תרבות 21.7.15,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-043,הוגש לבדיקה,—,נימרוד,/%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a9%d7%99%d7%a9%d7%99-23-10-15-%d7%91%d7%aa%d7%99%d7%90/,מופע הסיפורים של אייל עמית מגיע לתיאטרון הקאמרי!,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-044,הוגש לבדיקה,—,נימרוד,/%d7%9e%d7%95%d7%a7%d7%a9-%d7%93%d7%94%d7%99%d7%9e%d7%9f-%d7%9e%d7%90%d7%a1%d7%98%d7%a8-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%a6%d7%99%d7%95%d7%a8-%d7%9e%d7%a7%d7%95%d7%a8%d7%99-%d7%97/,מוקש דהימן – מאסטר דיג'רידו – ציור מקורי חדש במרכז לטיפול בדיג'רידו (שמן על קנבס),פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-045,הוגש לבדיקה,—,נימרוד,/%d7%9e%d7%95%d7%a8%d7%94-%d7%9c%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%9e%d7%95%d7%93%d7%94-%d7%9c%d7%9e%d7%95%d7%a8%d7%99%d7%95-%d7%aa%d7%9c%d7%9e%d7%99%d7%93%d7%99%d7%95-%d7%95%d7%9e%d7%98/,"פוסט תודה למורי, לתלמידי, למטופלי, ויותר מכל לתסריטאי המופרע שיושב לו שם למעלה",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-046,הוגש לבדיקה,—,נימרוד,/%d7%a0%d7%a9%d7%99%d7%9d-%d7%9e%d7%a0%d7%92%d7%a0%d7%95%d7%aa-%d7%91%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%90%d7%99%d7%a9%d7%94-%d7%9e%d7%a0%d7%92%d7%a0%d7%aa-%d7%91%d7%93%d7%99%d7%92/,האם לנשים מותר לנגן בדיג'רידו? פוסט מיוחד לסילוק דעות קדומות והחשש מעקרות,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-047,הוגש לבדיקה,—,נימרוד,/%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%9e%d7%a2%d7%92%d7%9c%d7%99%d7%aa-%d7%91%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%a8%d7%99%d7%a4%d7%95%d7%99-%d7%a2%d7%a6/,נגינה ונשימה מעגלית בדיג'רידו – ריפוי הנשימה והנשמה,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-048,הוגש לבדיקה,—,נימרוד,/%d7%a1%d7%93%d7%a0%d7%aa-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%a7%d7%91%d7%95%d7%a6%d7%aa%d7%99%d7%aa-%d7%9e%d7%a7%d7%99%d7%a4%d7%94-%d7%95%d7%99%d7%99%d7%97%d7%95%d7%93%d7%99%d7%aa-%d7%9c/,סדנת דיג'רידו קבוצתית מקיפה וייחודית לנשימה מעגלית בדיג'רידו (רמת מתחילים),פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-049,הוגש לבדיקה,—,נימרוד,/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%9e%d7%94%d7%a0%d7%99%d7%99%d7%a8-%d7%a2%d7%9d-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa/,"הזמנה לסדרת מפגשים אינטימיים חדשה! ""סיפורים מהנייר"" עם אייל עמית",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-050,הוגש לבדיקה,—,נימרוד,/%d7%a1%d7%a8%d7%98%d7%99%d7%9d-%d7%9e%d7%94%d7%97%d7%99%d7%99%d7%9d-%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99/,"סרטים מהחיים – מופע הסיפורים של אייל עמית: שני תאריכים קרובים: 5.4.14 תיאטרון הידית פרדס חנה, 10.4.14 צוותא2 ת""א.",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-051,הוגש לבדיקה,—,נימרוד,/%d7%a2%d7%95%d7%93-%d7%a8%d7%92%d7%a2-%d7%9e%d7%97%d7%99%d7%99%d7%95-%d7%a9%d7%9c-%d7%9e%d7%95%d7%a8%d7%94-%d7%9c%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95/,עוד רגע מחייו של מורה לנשימה נכונה ומלווה תהליכי ריפוי באמצעות דיג'רידו,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-052,הוגש לבדיקה,—,נימרוד,/%d7%a2%d7%9b%d7%a9%d7%99%d7%95-%d7%94%d7%95%d7%a4%d7%a2%d7%94-%d7%91%d7%9e%d7%95%d7%a6%d7%a9-%d7%94%d7%a7%d7%a8%d7%95%d7%91-13-9-14-%d7%91%d7%a4%d7%a8%d7%93%d7%a1-%d7%97%d7%a0%d7%94/,"""פרדס חפלה"" – הסיפור החדש במופע הקרוב 13.9.14 בפרדס חנה",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-053,הוגש לבדיקה,—,נימרוד,/%d7%a2%d7%9b%d7%a9%d7%99%d7%95-%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%aa%d7%95%d7%a4%d7%a2/,"שמרו התאריכים! תופעת יחיד: 11/11/16 פסטיבל נאטראז', 22/12/16 בית ציוני אמריקה, 29/12/16 תיאטרון הידית",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-054,הוגש לבדיקה,—,נימרוד,/%d7%a2%d7%9b%d7%a9%d7%99%d7%95-%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-15-11-14-%d7%91%d7%aa/,עכשיו!!!! מופע הסיפורים של אייל עמית – 15.11.14 בתיאטרון הידית פרדס חנה,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-055,הוגש לבדיקה,—,נימרוד,/%d7%a2%d7%9e%d7%99%d7%aa-%d7%91%d7%99%d6%b8%d7%93%d6%b4%d7%99%d7%aa-%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99/,הופעת בכורה בתל אביב!!! 3/12/13  'סרטים מהחיים' – מופע הסיפורים של אייל עמית,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-056,הוגש לבדיקה,—,נימרוד,/%d7%a4%d7%95%d7%93%d7%a7%d7%90%d7%a1%d7%98-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%95-%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-2/,"צלילים מרפאים, תדרים מרפאים, סאונד הילינג דיג'רידו – אייל עמית",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-057,הוגש לבדיקה,—,נימרוד,/%d7%a4%d7%95%d7%93%d7%a7%d7%90%d7%a1%d7%98-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%95-%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa/,"ראיון מלא (90 דקות) בפודקאסט של נווית צוף שטראוס בנושא הנשימה, דיג'רידו והעשייה הייחודית שלי במרכז לטיפול בנשימה באמצעות דיג'רידו",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-058,הוגש לבדיקה,—,נימרוד,/%d7%a8%d7%99%d7%91%d7%a8%d7%a1%d7%99%d7%a0%d7%92-%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%9e%d7%a2%d7%92%d7%9c%d7%99%d7%aa-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95/,"הכל אודות ריברסינג, נשימה מעגלית ו- דיג'רידו. האם נשימה מעגלית בדיג'רידו היא אותה נשימה מעגלית משיטת הטיפול ריברסינג? התשובה היא לא. הנה ההסבר המלא:",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-059,הוגש לבדיקה,—,נימרוד,/%d7%a9%d7%a0%d7%94-%d7%9c%d7%97%d7%95%d7%a7-%d7%94%d7%a1%d7%a4%d7%a8%d7%99%d7%9d-%d7%a6%d7%a0%d7%99%d7%97%d7%94-%d7%a9%d7%9c-35-%d7%91%d7%9e%d7%9b%d7%99%d7%a8%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a1%d7%a4/,"""שנה לחוק הספרים: צניחה של 35% במכירות של ספרים חדשים – ועלייה חדה במחירים"" | צרכנות דה-מרקר",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-060,הוגש לבדיקה,—,נימרוד,/%d7%a9%d7%a0%d7%99-%d7%aa%d7%90%d7%a8%d7%99%d7%9b%d7%99%d7%9d-%d7%a7%d7%a8%d7%95%d7%91%d7%99%d7%9d-%d7%9c%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a9%d7%9c-%d7%90/,"מה חושבים על המופע ""תופעת יחיד"" של אייל עמית: אלון נוימן, שי אביבי, מיכל ליבדינסקי, אברהם טל, ערן שטרן ועוד..",פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-061,הוגש לבדיקה,—,נימרוד,/%d7%aa%d7%9c%d7%9e%d7%99%d7%93%d7%99%d7%9d-%d7%95%d7%9e%d7%98%d7%95%d7%a4%d7%9c%d7%99%d7%9d-%d7%9e%d7%9e%d7%9c%d7%99%d7%a6%d7%99%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9e%d7%a8%d7%9b%d7%96-%d7%9c%d7%98%d7%99/,תלמידים ומטופלים ממליצים על המרכז לטיפול בדיג'רידו – אייל עמית,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-062,הוגש לבדיקה,—,נימרוד,/100-100-100-%d7%aa%d7%95%d7%93%d7%94/,100% !!!!!!! 100%  !!!!!!!! 100%  !!!!!!!!  תודה  !!!!!!!!!,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
סבב-2,R2-063,הוגש לבדיקה,—,נימרוד,/18-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9e%d7%a1%d7%9a-%d7%94%d7%91%d7%a8%d7%96%d7%9c/,(18) הטור של אייל עמית: מסך הברזל,פוסט,,,,,VERDICT-R2-W3-CONTRACT-A + VERDICT-R2-W3-E2E-B 2026-08-25,,,,
