__sheet__,#,סטטוס מכונה,סטטוס אישור,ממתין ל,נתיב,כותרת,סוג,קובץ תוכן,מקור חומר (אייל),WP קשור,תאריך עבודה אחרון,ראיות QA,הערות סוכן,הערות נימרוד,הערות אייל,תאריך אישור
סבב-2,R2-057,טרם נבדק,—,team_100,/%d7%a4%d7%95%d7%93%d7%a7%d7%90%d7%a1%d7%98-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95-%d7%95-%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa/,"ראיון מלא (90 דקות) בפודקאסט של נווית צוף שטראוס בנושא הנשימה, דיג'רידו והעשייה הייחודית שלי במרכז לטיפול בנשימה באמצעות דיג'רידו",פוסט,,,,,,,,,
סבב-2,R2-058,טרם נבדק,—,team_100,/%d7%a8%d7%99%d7%91%d7%a8%d7%a1%d7%99%d7%a0%d7%92-%d7%a0%d7%a9%d7%99%d7%9e%d7%94-%d7%9e%d7%a2%d7%92%d7%9c%d7%99%d7%aa-%d7%93%d7%99%d7%92%d7%a8%d7%99%d7%93%d7%95/,"הכל אודות ריברסינג, נשימה מעגלית ו- דיג'רידו. האם נשימה מעגלית בדיג'רידו היא אותה נשימה מעגלית משיטת הטיפול ריברסינג? התשובה היא לא. הנה ההסבר המלא:",פוסט,,,,,,,,,
סבב-2,R2-059,טרם נבדק,—,team_100,/%d7%a9%d7%a0%d7%94-%d7%9c%d7%97%d7%95%d7%a7-%d7%94%d7%a1%d7%a4%d7%a8%d7%99%d7%9d-%d7%a6%d7%a0%d7%99%d7%97%d7%94-%d7%a9%d7%9c-35-%d7%91%d7%9e%d7%9b%d7%99%d7%a8%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a1%d7%a4/,"""שנה לחוק הספרים: צניחה של 35% במכירות של ספרים חדשים – ועלייה חדה במחירים"" | צרכנות דה-מרקר",פוסט,,,,,,,,,
סבב-2,R2-060,טרם נבדק,—,team_100,/%d7%a9%d7%a0%d7%99-%d7%aa%d7%90%d7%a8%d7%99%d7%9b%d7%99%d7%9d-%d7%a7%d7%a8%d7%95%d7%91%d7%99%d7%9d-%d7%9c%d7%9e%d7%95%d7%a4%d7%a2-%d7%94%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%99%d7%9d-%d7%a9%d7%9c-%d7%90/,"מה חושבים על המופע ""תופעת יחיד"" של אייל עמית: אלון נוימן, שי אביבי, מיכל ליבדינסקי, אברהם טל, ערן שטרן ועוד..",פוסט,,,,,,,,,
סבב-2,R2-061,טרם נבדק,—,team_100,/%d7%aa%d7%9c%d7%9e%d7%99%d7%93%d7%99%d7%9d-%d7%95%d7%9e%d7%98%d7%95%d7%a4%d7%9c%d7%99%d7%9d-%d7%9e%d7%9e%d7%9c%d7%99%d7%a6%d7%99%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9e%d7%a8%d7%9b%d7%96-%d7%9c%d7%98%d7%99/,תלמידים ומטופלים ממליצים על המרכז לטיפול בדיג'רידו – אייל עמית,פוסט,,,,,,,,,
סבב-2,R2-062,טרם נבדק,—,team_100,/100-100-100-%d7%aa%d7%95%d7%93%d7%94/,100% !!!!!!! 100%  !!!!!!!! 100%  !!!!!!!!  תודה  !!!!!!!!!,פוסט,,,,,,,,,
סבב-2,R2-063,טרם נבדק,—,team_100,/18-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9e%d7%a1%d7%9a-%d7%94%d7%91%d7%a8%d7%96%d7%9c/,(18) הטור של אייל עמית: מסך הברזל,פוסט,,,,,,,,,
סבב-2,R2-064,טרם נבדק,—,team_100,/2-8-%d7%9e%d7%95%d7%a4%d7%a2-%d7%91%d7%a6%d7%95%d7%95%d7%aa%d7%90-20-%d7%9e%d7%94%d7%9e%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%91%d7%90%d7%95%d7%9c%d7%9d-%d7%97%d7%99%d7%a0%d7%9d-%d7%9c%d7%aa%d7%95%d7%a9/,2.8 תופעת יחיד בצוותא – 50% מהמקומות באולם חינם לתושבי הדרום!,פוסט,,,,,,,,,
סבב-2,R2-065,טרם נבדק,—,team_100,/2228-2/,מופע הסיפורים של אייל עמית – תופעת יחיד | כתבה מאת שי מרקוביץ / ידיעות השרון,פוסט,,,,,,,,,
סבב-2,R2-066,טרם נבדק,—,team_100,/23-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%9c%d7%a6%d7%99%d7%99%d7%aa-%d7%90%d7%95-%d7%9c%d7%97%d7%a9%d7%95%d7%91/,(23) הטור של אייל עמית: לציית או לחשוב,פוסט,,,,,,,,,
סבב-2,R2-067,טרם נבדק,—,team_100,/27-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%97%d7%9b%d7%9e%d7%aa-%d7%94%d7%a4%d7%a8%d7%a6%d7%95%d7%a3/,(27) הטור של אייל עמית: חכמת הפרצוף,פוסט,,,,,,,,,
סבב-2,R2-068,טרם נבדק,—,team_100,/29-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a8%d7%99%d7%99%d7%91-%d7%a9%d7%91%d7%95%d7%a2-%d7%94%d7%a1%d7%a4%d7%a8/,(29) הטור של אייל עמית: רייב שבוע הספר,פוסט,,,,,,,,,
סבב-2,R2-069,טרם נבדק,—,team_100,/32-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%9d-%d7%90%d7%99%d7%9f-%d7%90%d7%a0%d7%99-%d7%9c%d7%99-%d7%9e%d7%99-%d7%9c%d7%99/,(32) הטור של אייל עמית: אם אין אני לי – מי לי,פוסט,,,,,,,,,
סבב-2,R2-070,טרם נבדק,—,team_100,/34-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%94%d7%9c%d7%91/,(34) הטור של אייל עמית: הלב,פוסט,,,,,,,,,
סבב-2,R2-071,טרם נבדק,—,team_100,/36-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a9%d7%99%d7%98%d7%aa-%d7%94%d7%a9%d7%a7%d7%a9%d7%95%d7%a7%d7%94/,(36) הטור של אייל עמית: שיטת השקשוקה,פוסט,,,,,,,,,
סבב-2,R2-072,טרם נבדק,—,team_100,/40-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a4%d7%a8%d7%a1%d7%95%d7%9e%d7%aa-%d7%90%d7%97%d7%aa-%d7%95%d7%97%d7%96%d7%a8%d7%a0%d7%95/,(40) הטור של אייל עמית: פרסומת אחת וחזרנו,פוסט,,,,,,,,,
סבב-2,R2-073,טרם נבדק,—,team_100,/41-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%97%d7%90%d7%a8%d7%98%d7%94-%d7%91%d7%90%d7%a8%d7%98%d7%94/,(41) הטור של אייל עמית: חארטה בארטה,פוסט,,,,,,,,,
סבב-2,R2-074,טרם נבדק,—,team_100,/42-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%97%d7%93-%d7%91%d7%a1%d7%a4%d7%98%d7%9e%d7%91%d7%a8/,(42) הטור של אייל עמית: אחד בספטמבר,פוסט,,,,,,,,,
סבב-2,R2-075,טרם נבדק,—,team_100,/43-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%93%d7%95%d7%9f-%d7%a1%d7%9c%d7%99%d7%97%d7%95%d7%aa/,(43) הטור של אייל עמית: אדון סליחות,פוסט,,,,,,,,,
סבב-2,R2-076,טרם נבדק,—,team_100,/45-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a4%d7%a8%d7%95%d7%a4%d7%95%d7%a8%d7%a6%d7%99%d7%95%d7%aa/,(45) הטור של אייל עמית: פרופורציות,פוסט,,,,,,,,,
סבב-2,R2-077,טרם נבדק,—,team_100,/47-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%96%d7%9e%d7%9f-%d7%97%d7%9c%d7%95%d7%9d/,זמן חלום (וידאו בלוג) – השקת הספר 'כושי בלאנטיס' גג מסעדת הטאלי 24 רופי | אוגוסט 2004,פוסט,,,,,,,,,
סבב-2,R2-078,טרם נבדק,—,team_100,/49-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%a7%d7%95%d7%9e%d7%99%d7%a7-%d7%a8%d7%9c%d7%99%d7%a3/,(49) הטור של אייל עמית: קומיק רליף,פוסט,,,,,,,,,
סבב-2,R2-079,טרם נבדק,—,team_100,/51-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%a7%d7%a1%d7%98%d7%a8%d7%99%d7%9d-%d7%96%d7%94-%d7%a0%d7%a2%d7%99%d7%9d/,(51) הטור של אייל עמית: אקסטרים זה נעים!,פוסט,,,,,,,,,
סבב-2,R2-080,טרם נבדק,—,team_100,/60-%d7%94%d7%98%d7%95%d7%a8-%d7%a9%d7%9c-%d7%90%d7%99%d7%99%d7%9c-%d7%a2%d7%9e%d7%99%d7%aa-%d7%90%d7%99%d7%99-%d7%90%d7%9d-%d7%91%d7%a7/,"פרוייקט ""מטיילים מצטלמים"" עם הספרים של מוזה הוצאה לאור",פוסט,,,,,,,,,
סבב-2,R2-081,טרם נבדק,—,team_100,/qr/,QR,QR,,,,,,,,,
סבב-2,R2-082,טרם נבדק,—,team_100,/qr/qr1/,והקדמת – qr1,QR,,,,,,,,,
סבב-2,R2-083,טרם נבדק,—,team_100,/qr/qr10/,qr10 – וואט איז דאט?,QR,,,,,,,,,
סבב-2,R2-084,טרם נבדק,—,team_100,/qr/qr11/,qr11 – חורשט זבזי,QR,,,,,,,,,
סבב-2,R2-085,טרם נבדק,—,team_100,/qr/qr12/,qr12 – אינדיאנה ג'ונס והמכרה הארור,QR,,,,,,,,,
סבב-2,R2-086,טרם נבדק,—,team_100,/qr/qr13/,qr13 – ואהבתָ,QR,,,,,,,,,
סבב-2,R2-087,טרם נבדק,—,team_100,/qr/qr14/,qr14 – גורילות בערפל האמזונס,QR,,,,,,,,,
סבב-2,R2-088,טרם נבדק,—,team_100,/qr/qr15/,qr15 – היקיקומורי,QR,,,,,,,,,
סבב-2,R2-089,טרם נבדק,—,team_100,/qr/qr16/,qr16 – דם על הידיים,QR,,,,,,,,,
סבב-2,R2-090,טרם נבדק,—,team_100,/qr/qr17/,qr17 – יוגי לודג',QR,,,,,,,,,
סבב-2,R2-091,טרם נבדק,—,team_100,/qr/qr18/,qr18 – אחד לשלושה טריליון,QR,,,,,,,,,
סבב-2,R2-092,טרם נבדק,—,team_100,/qr/qr19/,qr19 – הפיצה הכי טעימה שאכלתי בחיים,QR,,,,,,,,,
סבב-2,R2-093,טרם נבדק,—,team_100,/qr/qr2/,qr2 – אקדח לתוך הראש,QR,,,,,,,,,
סבב-2,R2-094,טרם נבדק,—,team_100,/qr/qr20/,"qr20 – אבא, אני רעב",QR,,,,,,,,,
סבב-2,R2-095,טרם נבדק,—,team_100,/qr/qr21/,qr21 – ג'סי ראם!,QR,,,,,,,,,
סבב-2,R2-096,טרם נבדק,—,team_100,/qr/qr22/,qr22 – בולט אנט,QR,,,,,,,,,
סבב-2,R2-097,טרם נבדק,—,team_100,/qr/qr23/,qr23 – יום כן יום לא,QR,,,,,,,,,
סבב-2,R2-098,טרם נבדק,—,team_100,/qr/qr24/,qr24 – קוֹל פּוּט שוֹרט סטופ!,QR,,,,,,,,,
סבב-2,R2-099,טרם נבדק,—,team_100,/qr/qr25/,qr25 – גרין ווש,QR,,,,,,,,,
סבב-2,R2-100,טרם נבדק,—,team_100,/qr/qr26/,qr26 – כורסת הציפורניים,QR,,,,,,,,,
סבב-2,R2-101,טרם נבדק,—,team_100,/qr/qr27/,qr27 – אמסטרדם,QR,,,,,,,,,
סבב-2,R2-102,טרם נבדק,—,team_100,/qr/qr28/,qr28 – נזכור ולא נשכח,QR,,,,,,,,,
סבב-2,R2-103,טרם נבדק,—,team_100,/qr/qr29/,qr29 – לעבור דירה,QR,,,,,,,,,
סבב-2,R2-104,טרם נבדק,—,team_100,/qr/qr3/,qr3 – האלמנה השחורה,QR,,,,,,,,,
סבב-2,R2-105,טרם נבדק,—,team_100,/qr/qr30/,qr30 – פרדס חפלה,QR,,,,,,,,,
סבב-2,R2-106,טרם נבדק,—,team_100,/qr/qr31/,qr31 – פיפי במעלית,QR,,,,,,,,,
סבב-2,R2-107,טרם נבדק,—,team_100,/qr/qr32/,qr32 – נשימה מעגלית,QR,,,,,,,,,
סבב-2,R2-108,טרם נבדק,—,team_100,/qr/qr33/,"qr33 – תאכלו ביצים, תהיו טייסים",QR,,,,,,,,,
סבב-2,R2-109,טרם נבדק,—,team_100,/qr/qr34/,qr34 – תקום,QR,,,,,,,,,
סבב-2,R2-110,טרם נבדק,—,team_100,/qr/qr35/,qr35 – הגבר החדש,QR,,,,,,,,,
סבב-2,R2-111,טרם נבדק,—,team_100,/qr/qr36/,qr36 – חוני המעגל,QR,,,,,,,,,
סבב-2,R2-112,טרם נבדק,—,team_100,/qr/qr37/,qr37 – דרך השלום,QR,,,,,,,,,
סבב-2,R2-113,טרם נבדק,—,team_100,/qr/qr38/,qr38 – הבטחות או לא להיות,QR,,,,,,,,,
סבב-2,R2-114,טרם נבדק,—,team_100,/qr/qr39/,qr39 – תחשוב חיובי,QR,,,,,,,,,
סבב-2,R2-115,טרם נבדק,—,team_100,/qr/qr4/,qr4 – בום-בום-בום על דלתי מרום,QR,,,,,,,,,
סבב-2,R2-116,טרם נבדק,—,team_100,/qr/qr40/,qr40 – אבנים חמות,QR,,,,,,,,,
סבב-2,R2-117,טרם נבדק,—,team_100,/qr/qr41/,qr41 – לופ בטעם תות לימון,QR,,,,,,,,,
סבב-2,R2-118,טרם נבדק,—,team_100,/qr/qr42/,qr42 – הבטחות אחים,QR,,,,,,,,,
סבב-2,R2-119,טרם נבדק,—,team_100,/qr/qr43/,qr43 – עכשיו!!!,QR,,,,,,,,,
סבב-2,R2-120,טרם נבדק,—,team_100,/qr/qr44/,qr44 – כולנו פרעושים,QR,,,,,,,,,
סבב-2,R2-121,טרם נבדק,—,team_100,/qr/qr45/,qr45 – צום מיצים,QR,,,,,,,,,
סבב-2,R2-122,טרם נבדק,—,team_100,/qr/qr46/,qr46  – האומץ לאהוב את הפחד,QR,,,,,,,,,
סבב-2,R2-123,טרם נבדק,—,team_100,/qr/qr47/,qr47  – טיפול זוגי,QR,,,,,,,,,
סבב-2,R2-124,טרם נבדק,—,team_100,/qr/qr48/,qr48 -וסיימת,QR,,,,,,,,,
סבב-2,R2-125,טרם נבדק,—,team_100,/qr/qr5/,qr5 – אלכסון הוא אסון,QR,,,,,,,,,
סבב-2,R2-126,טרם נבדק,—,team_100,/qr/qr6/,qr6 – ספיבאק,QR,,,,,,,,,
סבב-2,R2-127,טרם נבדק,—,team_100,/qr/qr7/,qr7 – אחד לשלושה,QR,,,,,,,,,
סבב-2,R2-128,טרם נבדק,—,team_100,/qr/qr8/,qr8 – סופה במדבר,QR,,,,,,,,,
סבב-2,R2-129,טרם נבדק,—,team_100,/qr/qr9/,qr9 – טיפול שורש,QR,,,,,,,,,
