file	site_alt	site_src	note	raw_caption	raw_altText	status	assigned
assets/images/chapters/vekatavta/veka-20.jpg	גבר ואישה מחייכים מחזיקים לוח עץ עם מדבקת וחייכת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-21.jpg	אישה מצמידה מדבקת ונשמת לשפתיה מול קיר במבוק, לצידה אישה עם מדבקה על ראשה	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-22.jpg	רחוב עם דוכני שוק, אופניים ומדבקה על עמוד חסימה	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-23.jpg	עלי גפן על קרש חיתוך ומדבקה עם הכיתוב וגלגלת	alt				no	
assets/images/chapters/vekatavta/veka-24.jpg	גבר מקבל תספורת במספרה וקורא את הספר וכתבת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-25.jpg	רכב עם מדבקת וסלחת ליד הפנס האחורי	alt	להוסיף לגלריה הכללית בתחתית הדף			need	וכתבת
assets/images/chapters/vekatavta/veka-26.jpg	שמשה אחורית של רכב עם מדבקת וצחקת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-27.jpg	שלוש נשים מחייכות בבר, מחזיקות מדבקות עם כיתוב בעברית	alt				no	
assets/images/chapters/vekatavta/veka-28.jpg	ארבעה אנשים צוחקים באוהל בערב, אחד מחזיק תמונת כריכת הספר וכתבת	alt				no	
assets/images/chapters/vekatavta/veka-29.jpg	גבר מחייך בראי קטן ברכב, לצידו מדבקת וחייכת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-30.jpg	שלושה אנשים מחייכים בסלפי מתחת לעץ, אישה מחזיקה מחברות והספר וכתבת	alt				no	
assets/images/chapters/vekatavta/veka-31.jpg	הספר וכתבת מונח על שולחן עץ, לצד כלי אוכל ופסלון תרנגול	alt				no	
assets/images/chapters/vekatavta/veka-32.jpg	שתי צעירות ליד עמדת בלו באס בפרדס חנה, עם פתקי משפטים מהספר וכתבת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-33.jpg	שלט עם משפטים מהספר וכתבת תלוי על קיר בשירותים	alt				no	
assets/images/chapters/vekatavta/veka-34.jpg	מכונות ממתקים ופתק עם הכיתוב ואכלת, בכניסה לחנות	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-35.jpg	תלמידי בית ספר בבלייזר ועניבת פסים, אחד מהם מחזיק כרטיס עם הכיתוב וכתבת	alt	להוסיף לגלריה הכללית בתחתית הדף			need	וכתבת
assets/images/chapters/vekatavta/veka-36.jpg	כיתוב ביד באבק על השמשה האחורית של טנדר לבן, בשטח חקלאי	alt				no	
assets/images/chapters/vekatavta/veka-37.jpg	חלקו האחורי של רכב מסחרי לבן מכוסה מדבקות עם משפטים מהספר וכתבת	alt	להוסיף לגלריה הכללית בתחתית הדף			need	וכתבת
assets/images/chapters/vekatavta/veka-38.jpg	ברמן מחייך ומצביע על מדבקת וניגנת מאחורי דלפק הבר	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-39.jpg	אישה ונערה מצטלמות בסלפי ליד רכב עם מדבקת וצחקת	alt				no	
assets/images/chapters/vekatavta/veka-40.jpg	גבר יושב בגינה ומנגן בדידג'רידו, עם מדבקה דבוקה על כלי הנגינה	alt				no	
assets/images/chapters/vekatavta/veka-41.jpg	אישה וגבר מחזיקים כל אחד פתק עם מילה מהספר וכתבת, בתוך בר	alt				no	
assets/images/chapters/vekatavta/veka-42.jpg	אייל עמית מחזיק פתק עם משפט מהספר וכתבת, בערב חברתי בחוץ	alt				no	
assets/images/chapters/vekatavta/veka-43.jpg	ארבע נשים יושבות בערב חוץ, כל אחת מחזיקה פתק עם מילה מהספר וכתבת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-44.jpg	תינוק זוחל על רצפת אריחים, עם פתק מחובר לגב	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-45.jpg	שלושה גברים מחייכים בערב חוץ, מחזיקים פתקים עם מילים מהספר וכתבת	alt				no	
assets/images/chapters/vekatavta/veka-46.jpg	אישה צוחקת ומחזיקה פתק עם המילה וצחקת	alt				no	
assets/images/chapters/vekatavta/veka-47.jpg	גבר מחזיק כוס שתייה ופתק עם המילה ונשמת, בערב בחוץ	alt				no	
assets/images/chapters/vekatavta/veka-48.jpg	שלושה גברים מחייכים בערב חוץ, מחזיקים פתקים עם משפטים מהספר וכתבת	alt	להוסיף לגלריה הכללית בתחתית הדף			no	וכתבת
assets/images/chapters/vekatavta/veka-49.jpg	שלושה גברים מחייכים בערב חוץ, מחזיקים פתקים עם משפטים מהספר וכתבת	alt				no	
assets/images/chapters/vekatavta/veka-50.jpg	תקליטן עם כובע ואוזניות עומד ליד מחשב נייד עם מדבקת וניגנת	alt				no	
assets/images/chapters/vekatavta/veka-51.jpg	שני גברים ושתי נשים עומדים בערב חוץ, כל אחד מחזיק פתק עם מילה מהספר וכתבת	alt					
assets/images/chapters/vekatavta/veka-52.jpg	נערה ושתי נשים מחייכות בערב חוץ, מחזיקות פתקי מילים מהספר וכתבת	alt				no	
assets/images/chapters/vekatavta/veka-53.jpg	נערה ושתי נשים מחייכות בערב חוץ, מחזיקות פתקי מילים מהספר וכתבת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-54.jpg	נשים מחזיקות פתקי מילים מהספר וכתבת סמוך לפניהן, בערב בין אנשים	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-55.jpg	יד מחזיקה פתק עם הכיתוב וכתבת, אירוע חוצות בלילה	alt				no	
assets/images/chapters/vekatavta/veka-56.jpg	גבר מנשק אישה על הלחי, היא מחזיקה מכשיר עם מדבקה בעברית	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-57.jpg	שתי נשים מחייכות מחזיקות פתקי מילים, ליד דלת עץ מעוטרת	alt				no	
assets/images/chapters/vekatavta/veka-58.jpg	שתי נשים מחייכות מחזיקות פתקי מילים, ליד דלת עץ מעוטרת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-59.jpg	תקריב יד חותמת בעט על ספר, לצד ערימת ספרים	alt					
assets/images/chapters/vekatavta/veka-60.jpg	גבר רכון מעל ערימות ספרים על שולחן, בתוך אוהל בלילה	alt				no	
assets/images/chapters/vekatavta/veka-61.jpg	שישה אנשים מחייכים מחזיקים פתקי מילים, בפאב עם תמונות דיוקן על הקיר	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-62.jpg	מבט מלמעלה על ידיים ממיינות פתקי מילים על שולחן עגול	alt			וכתבת והודית אייל עמית	no	
assets/images/chapters/vekatavta/veka-63.jpg	גבר מחייך מחזיק פתק ליד ראשו, קהל רוקד תחת אוהל פתוח	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-64.jpg	קומקום אמייל כחול וכוס תה, לצד כיס טבק גלגול עם פתק	alt				no	
assets/images/chapters/vekatavta/veka-65.jpg	גבר ושתי נשים מחייכים בסלפי מתחת למטריה אדומה בלילה	alt				no	
assets/images/chapters/vekatavta/veka-66.jpg	גבר קירח מחייך מחזיק פתק מעל מצחו, פאב הומה ברקע	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-67.jpg	גיטרה על מעמד בפינת חדר, פתק מונח לצדה	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-68.jpg	שתי נשים וגבר יושבים בחוץ בלילה מול גדר קנים, מחזיקים פתקים	alt				no	
assets/images/chapters/vekatavta/veka-69.jpg	שלושה גברים מחייכים יושבים בחוץ בלילה, מחזיקים פתקי מילים	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-70.jpg	גבר מחייך עם אגודל למעלה מחזיק פתק, בחוץ בלילה	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-71.jpg	גבר ואישה מחזיקים יחד צרור פתקי מילים, בחוץ בלילה	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-72.jpg	גבר מפעיל ציוד תקליטן בחוץ בלילה, ירח מלא בשמיים	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-73.jpg	גבר מפעיל ציוד תקליטן בחוץ בלילה, ירח מלא בשמיים	alt				need	
assets/images/chapters/vekatavta/veka-74.jpg	שתי נשים מחייכות יושבות על שטיח צבעוני, מסיבת חוץ בלילה	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-75.jpg	שני גברים בסלפי צמוד, אחד מהם מחזיק את הספר וכתבת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-76.jpg	גבר ושלוש נשים מחייכים במסיבת חוץ בערב, מחזיקים כוסות שתייה	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-77.jpg	גבר ואישה מחייכים בסלפי במסיבת חוץ, עמדת תקליטן ברקע	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-78.jpg	שולחן עם ערימות ספרים וחבילות פתקי מילים, שלט מחיר בכתב יד	alt				no	
assets/images/chapters/vekatavta/veka-79.jpg	שלושה גברים מצלמים סלפי בחוץ ומחזיקים כרטיסי מילים מהספר וכתבת	alt				need	בלוג דיג'רידו
assets/images/chapters/vekatavta/veka-80.jpg	שלושה גברים מצלמים סלפי בחוץ ומחזיקים כרטיסי מילים מהספר וכתבת	alt				no	
assets/images/chapters/vekatavta/veka-81.jpg	חצר בלילה עם שולחן, כיסאות ושלט והקשבת	alt				no	
assets/images/chapters/vekatavta/veka-82.jpg	לוח מודעות עם כרזות אירועים ומודעת הספר וכתבת, ומתחתיו שולחן עם כלים חד-פעמיים	alt				no	
assets/images/chapters/vekatavta/veka-83.jpg	כרטיסי פרסומת לספר וכתבת ושלט מחירון על כיסא קש, לצד ספל אמייל	alt	להוסיף לגלריה הכללית בתחתית הדף			need	וכתבת
assets/images/chapters/vekatavta/veka-84.jpg	כרטיסי פרסומת לספר וכתבת ושלט מחירון על כיסא קש, לצד ספל אמייל	alt				no	
assets/images/chapters/vekatavta/veka-86.jpg	כרטיסי מילים מהספר וכתבת ועלי כותרת סגולים מפוזרים על שולחן עץ	alt				no	
assets/images/chapters/vekatavta/veka-87.jpg	קערת דובדבנים טריים לצד עותק הספר וכתבת	alt				no	
assets/images/chapters/vekatavta/veka-88.jpg	כובע קש, תיק פרחוני והספר וכתבת על כיסאות אדומים באולם	alt				no	
assets/images/chapters/vekatavta/veka-89.jpg	לוחית רישוי של רכב ניסאן עם מדבקת וחלמת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-90.jpg	כלב פרוותי עם פתק על הגב עומד ליד ארגזי ירקות בשוק	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-91.jpg	עותק הספר וכתבת מונח על מעקה עץ מול נוף כפרי פתוח	alt	להוסיף לגלריה הכללית בתחתית הדף			need	וכתבת
assets/images/chapters/vekatavta/veka-92.jpg	כרטיסי מילים מהספר וכתבת סביב עותק הספר על שמיכה	alt				no	
assets/images/chapters/vekatavta/veka-93.jpg	יד מחזיקה את כריכת הספר וכתבת מול רכב שטח כסוף בדרך כפרית	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-94.jpg	יד מחזיקה את כריכת הספר וכתבת מול רכב שטח כסוף בדרך כפרית	alt				no	
assets/images/chapters/vekatavta/veka-95.jpg	דלת זכוכית עם מדבקת פרפר ושלט וצחקת	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-96.jpg	קופסת עור פתוחה עם סיגריה מגולגלת, נייר גלגול ומדבקת וגלגלת	alt				no	
assets/images/chapters/vekatavta/veka-97.jpg	מדבקת וכתבת על מעקה עץ מול חוף ים טרופי	alt	גלריה כללית בתחתית העמוד			no	וכתבת
assets/images/chapters/vekatavta/veka-98.jpg	מדבקת וכתבת על מעקה עץ מול חוף ים טרופי	alt				no	
assets/images/chapters/vekatavta/veka-99.jpg	מכסה מחשב נייד עם מדבקות ציוד תקליטנות ומדבקת מילה מהספר וכתבת	alt				no	ספרים (שער)
assets/images/ea-logo.jpg	שם האתר	alt				need	
assets/images/eyal-portrait-hero.jpg			כתבה על מופע הסיפורים שלי			need	אודות אייל
assets/images/kushi-01-blantis-1.jpg	כריכת הספר: רכב מכונף בתוך פרח לוטוס על רקע תכלת	alt	גלריה כללית בתחתית העמוד			no	כושי בלאנטיס
assets/images/chapters/kushi/kush-09.jpg	כריכת הספר פרושה, צד קדמי ואחורי עם טקסט	alt	גלריה כללית בתחתית העמוד			no	כושי בלאנטיס
assets/images/chapters/kushi/kush-10.png	גבר מושך חבל ליד סירת עץ על החוף	alt	גלריה כללית בתחתית העמוד			no	כושי בלאנטיס
assets/images/chapters/kushi/kush-11.jpg	אישה מחזיקה את הספר ליד נהר, מגדל אבן וגשר עץ ברקע	alt	גלריה כללית בתחתית העמוד			no	כושי בלאנטיס
assets/images/kushi-blantis-cover.jpg	אייל עמית, מחבר הרומן כושי בלאנטיס	media_alt				need	
assets/images/mokesh/mokesh-14.jpeg	גדת נהר הגנגס ברישיקש, מקום טקס הפרידה ממוקש	alt				need	מוקש דהימן — לזכרו
assets/images/tsva-bechol-cover.jpg	אייל עמית, מחבר הספר «צבע בכחול וזרוק לים»	media_alt				no	
assets/images/vekatavt-cover.jpg	אייל עמית — וכתבת	media_alt	לשים בהירו			need	וכתבת
